EmployeeId,Age,Gender,MaritalStatus,Turnover,Department,Role,RoleGrade,QualificationsHeld,YearsWorkExperience,EducationField,EmployeeSatisfactionScore,JobEngagementScore,JobSatisfactionScore,PreviousManagerRelationshipSatisfactionScore,ManagerRelationshipSatisfactionScore,Traveling,RegularOvertime,PercentSalaryHike,ContractHours,SharesOptionLevel,TrainingTimesLastYear,WorkLifeBalanceScore,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,DistanceFromHome
1107,34,F,Married,No,Sales,Sales Executive,3,1,1,Marketing,3,3,3,1,3,No,No,12,37.5,1,2,1,20,10,10,7
1108,49,M,Divorced,No,Research & Development,Manufacturing Director,2,1,4,Technical Degree,3,3,4,1,3,Sometimes,No,19,37.5,2,2,3,9,6,6,2
1109,37,M,Married,No,Sales,Sales Executive,2,1,6,Marketing,2,4,2,2,3,Sometimes,No,12,37.5,1,2,3,5,4,4,27
1110,42,M,Single,Yes,Research & Development,Laboratory Technician,1,2,1,Medical,4,2,4,2,3,Sometimes,No,15,37.5,0,2,3,10,1,7,9
1111,38,F,Married,No,Research & Development,Research Director,4,4,3,Technical Degree,4,3,4,4,3,Sometimes,No,11,37.5,1,5,3,13,2,1,2
1112,33,M,Married,Yes,Sales,Sales Executive,2,4,3,Life Sciences,2,3,3,4,3,Sometimes,Yes,15,37.5,0,2,1,2,2,2,22
1113,50,F,Divorced,No,Research & Development,Research Scientist,2,3,0,Life Sciences,1,3,3,2,3,Sometimes,No,13,37.5,1,2,3,10,10,8,14
1114,35,M,Divorced,No,Research & Development,Research Scientist,1,3,1,Other,1,3,4,2,4,Sometimes,No,22,37.5,1,2,2,4,4,3,9
1115,24,F,Married,No,Sales,Sales Executive,2,4,0,Marketing,4,3,3,4,3,Sometimes,No,19,37.5,1,2,2,7,7,7,15
1116,22,F,Single,Yes,Research & Development,Research Scientist,1,3,0,Medical,1,2,4,4,3,Sometimes,No,16,37.5,0,6,3,0,0,0,19
1117,36,F,Divorced,No,Sales,Sales Executive,2,4,2,Life Sciences,3,3,3,2,3,Sometimes,Yes,11,37.5,3,3,3,8,1,1,19
1118,47,M,Divorced,No,Research & Development,Manufacturing Director,3,3,3,Medical,2,3,4,4,3,Sometimes,No,11,37.5,2,2,3,2,2,2,1
1119,55,M,Divorced,No,Research & Development,Manufacturing Director,2,2,1,Medical,3,3,4,3,4,No,No,21,37.5,2,0,2,16,10,3,19
1120,47,M,Married,No,Sales,Sales Executive,2,3,1,Medical,2,3,3,1,3,Sometimes,No,14,37.5,3,2,3,5,2,4,10
1121,45,F,Single,No,Sales,Sales Executive,2,3,7,Marketing,2,3,1,3,3,Mostly,No,19,37.5,0,3,2,6,2,2,22
1122,34,F,Married,No,Research & Development,Research Scientist,1,3,2,Life Sciences,4,4,4,4,3,Sometimes,No,18,37.5,0,3,3,5,4,2,2
1123,54,F,Married,No,Sales,Sales Executive,5,3,0,Other,1,3,1,3,3,No,Yes,14,37.5,1,1,3,16,7,16,1
1124,43,M,Married,No,Research & Development,Manufacturing Director,3,3,1,Life Sciences,2,3,3,4,3,Sometimes,No,11,37.5,0,2,3,10,0,6,28
1125,41,M,Married,No,Research & Development,Healthcare Representative,3,4,8,Medical,4,3,2,1,3,No,No,13,37.5,1,3,3,2,2,2,3
1126,50,M,Married,No,Sales,Sales Executive,2,2,1,Life Sciences,4,3,1,2,3,Mostly,No,13,37.5,0,3,3,10,6,7,27
1127,46,F,Married,No,Human Resources,Laboratory Technician,1,2,1,Medical,3,4,1,3,3,Mostly,No,11,37.5,0,4,3,5,0,4,24
1128,28,F,Married,No,Research & Development,Manufacturing Director,2,1,1,Medical,4,1,4,2,4,Mostly,No,24,37.5,1,2,3,3,3,2,10
1129,43,F,Married,No,Human Resources,Manager,3,3,3,Medical,4,3,2,3,3,Sometimes,No,15,37.5,0,2,3,8,7,7,13
1130,37,F,Divorced,No,Research & Development,Laboratory Technician,2,3,1,Technical Degree,3,3,4,4,3,Mostly,No,17,37.5,2,5,3,10,7,7,4
1131,31,M,Single,No,Research & Development,Research Scientist,1,3,1,Medical,3,3,2,3,4,Sometimes,No,23,37.5,0,6,3,1,1,1,4
1132,38,M,Married,No,Human Resources,Human Resources,2,4,1,Medical,2,2,4,4,3,No,No,14,37.5,1,2,3,10,9,8,13
1133,34,F,Married,No,Research & Development,Manufacturing Director,3,4,2,Life Sciences,4,4,3,3,3,Mostly,No,13,37.5,1,2,3,6,3,2,24
1134,43,F,Married,No,Research & Development,Research Director,4,3,2,Human Resources,4,3,2,3,4,Sometimes,Yes,24,37.5,1,5,4,7,7,7,26
1135,21,F,Single,No,Research & Development,Laboratory Technician,1,2,1,Medical,4,2,3,2,4,No,No,21,37.5,0,4,3,1,1,1,22
1136,26,F,Married,No,Research & Development,Healthcare Representative,2,3,1,Other,4,2,4,4,3,Sometimes,Yes,19,37.5,0,3,2,5,5,1,8
1137,26,M,Single,No,Research & Development,Research Scientist,1,3,0,Life Sciences,4,1,2,2,4,Mostly,No,20,37.5,0,2,3,3,2,2,11
1138,24,M,Single,No,Research & Development,Laboratory Technician,1,1,1,Life Sciences,1,2,4,4,3,Sometimes,No,12,37.5,0,0,2,3,2,2,2
1139,30,M,Single,No,Research & Development,Research Scientist,1,4,1,Life Sciences,3,2,4,2,3,Sometimes,No,13,37.5,0,2,3,5,4,4,1
1140,29,M,Married,Yes,Research & Development,Laboratory Technician,1,2,1,Medical,4,3,2,4,3,Sometimes,Yes,18,37.5,0,2,3,1,1,1,18
1141,41,F,Single,No,Research & Development,Laboratory Technician,2,4,4,Life Sciences,4,1,1,2,4,No,No,22,37.5,0,2,2,2,0,2,1
1142,27,M,Single,Yes,Research & Development,Manufacturing Director,2,2,0,Life Sciences,4,4,3,4,3,Sometimes,No,14,37.5,0,2,3,8,7,7,11
1143,40,M,Married,No,Sales,Sales Executive,3,3,1,Medical,4,3,2,1,3,Sometimes,No,14,37.5,1,3,3,6,4,2,1
1144,34,F,Married,No,Research & Development,Manufacturing Director,2,2,0,Life Sciences,4,3,4,1,3,Sometimes,No,16,37.5,0,2,2,17,15,13,23
1145,44,F,Married,No,Research & Development,Laboratory Technician,1,4,9,Life Sciences,3,3,4,3,3,Mostly,No,13,37.5,0,2,2,3,2,2,1
1146,27,F,Single,No,Research & Development,Research Scientist,1,1,1,Technical Degree,4,2,4,4,3,Sometimes,No,12,37.5,0,3,3,2,2,2,13
1147,19,M,Married,No,Research & Development,Healthcare Representative,3,1,1,Medical,3,3,3,1,3,Sometimes,Yes,12,37.5,1,3,3,10,7,9,16
1148,49,M,Divorced,No,Research & Development,Healthcare Representative,5,1,3,Life Sciences,1,2,3,1,3,Mostly,No,13,37.5,3,3,2,1,1,1,1
1149,41,M,Married,No,Research & Development,Healthcare Representative,2,2,4,Other,4,2,4,4,3,No,No,14,37.5,2,2,2,15,13,9,2
1150,44,F,Married,No,Research & Development,Laboratory Technician,1,4,7,Life Sciences,4,2,3,4,3,Sometimes,No,12,37.5,1,2,1,5,2,3,16
1151,41,M,Married,No,Research & Development,Laboratory Technician,3,2,8,Medical,2,4,4,1,3,Sometimes,No,15,37.5,1,2,2,7,7,7,2
1152,20,F,Divorced,No,Research & Development,Laboratory Technician,1,3,1,Technical Degree,3,3,1,1,4,Sometimes,No,21,37.5,3,2,2,1,1,1,19
1153,39,M,Married,No,Sales,Sales Executive,3,2,1,Technical Degree,4,3,3,3,3,Mostly,No,13,37.5,0,2,4,17,10,7,8
1154,26,M,Married,No,Research & Development,Laboratory Technician,1,3,1,Technical Degree,4,4,4,1,3,Sometimes,No,12,37.5,1,2,2,1,0,1,10
1155,39,M,Divorced,No,Research & Development,Research Scientist,1,2,3,Life Sciences,1,3,1,2,3,Sometimes,No,11,37.5,1,2,3,2,2,2,1
1156,37,F,Married,No,Research & Development,Research Scientist,1,3,0,Medical,1,2,4,1,3,Mostly,No,11,37.5,1,0,3,3,3,1,11
1157,36,M,Single,Yes,Research & Development,Manufacturing Director,3,2,4,Life Sciences,3,2,1,3,3,Sometimes,No,15,37.5,0,2,3,10,7,8,6
1158,31,M,Married,No,Research & Development,Research Director,5,2,2,Medical,4,3,1,3,3,Sometimes,No,15,37.5,0,1,3,15,11,13,2
1159,27,M,Single,No,Research & Development,Research Scientist,1,3,6,Medical,4,2,2,4,3,Sometimes,No,11,37.5,0,5,3,1,1,1,11
1160,35,M,Single,No,Research & Development,Manufacturing Director,3,2,1,Life Sciences,3,3,2,4,3,Sometimes,Yes,12,37.5,0,2,2,10,7,8,4
1161,48,M,Married,No,Research & Development,Laboratory Technician,1,4,1,Life Sciences,2,4,3,3,3,Sometimes,Yes,13,37.5,1,3,2,3,0,3,19
1162,42,F,Married,No,Research & Development,Laboratory Technician,2,4,1,Life Sciences,4,4,3,3,3,Sometimes,Yes,16,37.5,2,5,3,18,6,7,6
1163,28,F,Married,No,Research & Development,Healthcare Representative,2,4,1,Life Sciences,3,3,2,1,3,Sometimes,No,11,37.5,0,3,3,17,7,17,22
1164,32,M,Single,No,Research & Development,Laboratory Technician,1,3,1,Life Sciences,4,3,3,2,3,No,Yes,12,37.5,0,4,3,5,3,3,1
1165,30,M,Single,No,Research & Development,Manufacturing Director,2,2,3,Medical,2,1,2,4,3,Sometimes,No,14,37.5,0,2,1,5,2,3,18
1166,48,M,Single,No,Human Resources,Research Director,3,3,9,Medical,1,3,1,2,3,Sometimes,Yes,14,37.5,0,5,3,5,2,3,29
1167,48,F,Married,No,Research & Development,Healthcare Representative,3,2,7,Medical,4,3,2,3,4,Sometimes,No,20,37.5,1,2,3,8,1,8,7
1168,24,F,Married,No,Research & Development,Research Scientist,1,3,1,Other,3,3,2,4,4,Sometimes,No,22,37.5,0,6,1,1,1,1,1
1169,36,F,Divorced,No,Research & Development,Healthcare Representative,2,2,4,Life Sciences,1,4,1,3,3,Sometimes,Yes,12,37.5,1,2,3,4,2,2,6
1170,18,F,Married,No,Sales,Sales Executive,1,2,2,Technical Degree,3,3,2,2,3,Sometimes,No,17,37.5,1,3,2,7,0,7,2
1171,36,F,Married,No,Research & Development,Research Director,3,4,4,Medical,1,2,4,4,3,No,No,12,37.5,1,0,2,8,4,4,14
1172,44,F,Divorced,No,Research & Development,Research Director,3,4,9,Marketing,2,3,3,4,3,Sometimes,No,19,37.5,1,2,2,2,2,2,13
1173,53,F,Married,No,Research & Development,Research Scientist,1,4,8,Medical,4,2,4,3,3,Sometimes,No,14,37.5,3,3,2,2,2,1,1
1174,41,M,Married,No,Sales,Manager,5,3,3,Life Sciences,1,3,3,3,3,Mostly,No,11,37.5,1,3,3,9,7,9,1
1175,26,F,Married,No,Research & Development,Laboratory Technician,1,3,0,Medical,1,1,4,3,3,Mostly,No,14,37.5,1,6,2,5,3,2,2
1176,29,M,Divorced,No,Research & Development,Laboratory Technician,1,1,1,Medical,3,3,4,4,3,Mostly,No,14,37.5,1,3,2,5,2,2,2
1177,54,F,Married,No,Research & Development,Laboratory Technician,1,3,2,Medical,2,3,3,4,3,Sometimes,No,12,37.5,1,2,3,2,2,2,17
1178,44,F,Married,No,Sales,Sales Executive,2,4,4,Other,4,3,4,3,4,Sometimes,Yes,21,37.5,1,3,3,9,3,3,2
1179,30,M,Single,No,Sales,Sales Executive,2,4,1,Medical,3,3,4,1,3,Sometimes,No,11,37.5,0,3,3,10,7,7,12
1180,35,F,Married,No,Sales,Sales Executive,2,4,8,Marketing,4,2,4,1,3,No,No,11,37.5,1,2,1,2,2,2,5
1181,30,F,Divorced,No,Sales,Sales Executive,2,4,4,Life Sciences,3,3,3,4,3,Sometimes,No,11,37.5,1,2,3,2,2,2,16
1182,37,M,Married,No,Sales,Sales Representative,1,2,1,Medical,3,3,4,2,4,Sometimes,No,22,37.5,0,2,3,3,1,2,2
1183,29,M,Married,No,Research & Development,Research Scientist,1,4,1,Life Sciences,3,3,3,1,3,Sometimes,No,17,37.5,1,4,3,9,4,4,1
1184,38,M,Single,No,Research & Development,Healthcare Representative,2,4,1,Life Sciences,4,3,4,4,3,Sometimes,No,15,37.5,0,2,2,10,9,7,3
1185,55,M,Married,No,Research & Development,Research Director,5,4,9,Other,3,3,4,3,4,Sometimes,Yes,25,37.5,1,2,4,22,9,12,1
1186,34,F,Married,No,Research & Development,Manufacturing Director,3,4,3,Other,3,1,3,1,3,No,No,14,37.5,3,2,4,7,7,7,10
1187,37,M,Divorced,No,Sales,Research Director,4,1,1,Life Sciences,4,1,3,1,3,Mostly,No,11,37.5,1,2,3,21,8,9,4
1188,27,F,Married,Yes,Research & Development,Research Scientist,1,3,1,Technical Degree,3,3,2,1,4,Sometimes,No,25,37.5,1,2,3,1,1,1,17
1189,25,M,Married,No,Research & Development,Research Scientist,1,1,2,Medical,4,2,3,4,3,No,No,13,37.5,1,2,1,3,2,2,2
1190,42,M,Married,No,Research & Development,Manager,5,4,2,Other,1,3,3,2,3,Sometimes,No,11,37.5,0,2,3,4,4,1,2
1191,36,F,Single,Yes,Research & Development,Research Scientist,1,4,3,Medical,4,3,3,3,3,Sometimes,Yes,11,37.5,0,4,2,3,2,2,9
1192,42,F,Married,No,Research & Development,Healthcare Representative,3,4,2,Other,2,3,1,3,3,Sometimes,No,12,37.5,1,2,3,6,4,2,14
1193,51,M,Single,Yes,Research & Development,Research Director,3,1,6,Medical,3,3,1,2,4,Mostly,No,25,37.5,0,0,2,6,2,6,1
1194,29,M,Married,Yes,Research & Development,Laboratory Technician,1,3,9,Other,3,3,3,1,3,Sometimes,No,14,37.5,2,3,3,3,2,2,4
1195,25,M,Single,Yes,Research & Development,Laboratory Technician,1,3,0,Medical,4,2,3,2,3,No,No,16,37.5,0,4,3,5,2,3,7
1196,21,F,Divorced,Yes,Research & Development,Laboratory Technician,1,3,4,Medical,1,3,1,4,3,No,No,14,37.5,1,2,1,1,1,1,8
1197,49,M,Single,Yes,Research & Development,Laboratory Technician,1,3,8,Life Sciences,3,3,1,3,3,Sometimes,Yes,11,37.5,0,2,3,0,0,0,3
1198,27,M,Single,No,Research & Development,Manufacturing Director,3,3,1,Life Sciences,1,2,4,2,3,No,No,12,37.5,0,2,1,5,4,3,2
1199,47,F,Married,No,Research & Development,Laboratory Technician,2,2,9,Life Sciences,2,3,3,2,3,Sometimes,Yes,11,37.5,1,4,3,4,1,1,1
1200,22,M,Married,No,Research & Development,Research Scientist,1,2,5,Human Resources,1,3,3,4,3,Mostly,Yes,18,37.5,2,2,3,4,1,4,26
1201,31,M,Single,No,Research & Development,Research Scientist,2,3,1,Life Sciences,1,3,3,2,3,Mostly,No,14,37.5,0,6,2,5,2,5,8
1202,26,M,Married,No,Research & Development,Laboratory Technician,2,3,3,Life Sciences,3,4,3,2,4,Sometimes,No,21,37.5,0,1,2,9,2,2,14
1203,56,M,Divorced,No,Sales,Sales Representative,1,3,4,Marketing,4,2,3,2,3,No,No,13,37.5,1,3,3,4,2,2,2
1204,20,M,Single,No,Research & Development,Laboratory Technician,1,1,0,Other,2,3,3,4,4,Mostly,No,20,37.5,0,2,3,5,4,4,10
1205,36,M,Married,No,Research & Development,Manufacturing Director,1,3,0,Medical,2,3,4,4,3,Sometimes,No,13,37.5,0,2,1,10,7,7,27
1206,35,M,Married,No,Research & Development,Research Director,2,3,1,Other,4,3,4,4,3,Sometimes,No,15,37.5,0,3,3,20,7,7,12
1207,25,F,Married,No,Research & Development,Research Scientist,1,3,1,Medical,3,3,3,4,3,Sometimes,No,12,37.5,1,2,3,1,1,1,26
1208,33,F,Married,No,Sales,Sales Executive,4,2,7,Medical,4,3,1,3,4,Sometimes,No,23,37.5,1,4,3,8,7,7,5
1209,40,M,Divorced,No,Research & Development,Manufacturing Director,2,3,4,Medical,2,1,4,2,3,Mostly,No,12,37.5,2,2,3,7,7,1,11
1210,37,F,Married,No,Sales,Sales Executive,2,3,2,Marketing,2,3,1,3,3,Sometimes,No,18,37.5,1,3,2,7,7,5,18
1211,28,M,Married,No,Research & Development,Manufacturing Director,3,3,1,Technical Degree,3,4,1,1,4,Mostly,No,21,37.5,1,2,3,7,4,7,13
1212,36,M,Single,No,Research & Development,Laboratory Technician,1,3,1,Life Sciences,3,3,4,2,3,Mostly,No,12,37.5,0,5,4,3,2,2,2
1213,33,M,Divorced,No,Research & Development,Laboratory Technician,2,3,1,Life Sciences,1,3,2,4,4,Sometimes,No,23,37.5,3,3,3,6,4,2,10
1214,39,M,Divorced,No,Research & Development,Research Director,3,3,0,Life Sciences,3,3,4,4,4,Sometimes,Yes,21,37.5,1,6,3,10,9,4,9
1215,22,M,Single,Yes,Research & Development,Laboratory Technician,1,3,1,Life Sciences,1,3,4,4,3,Sometimes,No,18,37.5,0,5,3,4,3,2,7
1216,49,F,Divorced,No,Research & Development,Manager,2,3,2,Life Sciences,2,1,3,4,3,Sometimes,No,17,37.5,1,2,3,5,2,2,15
1217,42,M,Divorced,No,Research & Development,Manufacturing Director,2,3,4,Other,2,3,3,2,3,Sometimes,No,15,37.5,2,2,4,4,2,3,1
1218,33,M,Married,No,Research & Development,Healthcare Representative,2,1,8,Medical,3,3,4,4,3,No,Yes,13,37.5,2,3,3,1,1,1,2
1219,42,M,Married,No,Sales,Sales Representative,1,3,1,Life Sciences,3,2,4,1,3,Sometimes,No,13,37.5,1,3,4,16,13,13,7
1220,43,F,Married,No,Human Resources,Manager,4,3,1,Life Sciences,3,3,2,3,3,Mostly,Yes,16,37.5,1,2,3,11,8,10,1
1221,42,M,Single,No,Research & Development,Research Director,4,4,9,Life Sciences,4,3,3,3,3,Sometimes,No,14,37.5,0,3,3,20,7,17,2
1222,36,F,Divorced,No,Human Resources,Manufacturing Director,2,1,5,Life Sciences,3,2,4,4,3,No,No,14,37.5,1,2,4,12,2,12,3
1223,23,F,Single,No,Research & Development,Laboratory Technician,1,3,3,Life Sciences,1,4,4,4,3,Sometimes,No,12,37.5,0,2,2,4,3,2,1
1224,56,M,Divorced,No,Sales,Sales Executive,4,4,3,Marketing,3,3,4,1,3,No,No,11,37.5,1,6,2,7,6,7,26
1225,28,F,Married,Yes,Research & Development,Research Scientist,1,3,1,Medical,1,3,4,1,4,Sometimes,No,23,37.5,1,3,3,1,1,1,15
1226,50,F,Single,No,Sales,Sales Executive,2,2,3,Life Sciences,2,2,2,2,3,Sometimes,No,11,37.5,0,4,3,5,3,4,19
1227,31,M,Single,Yes,Human Resources,Sales Representative,1,4,0,Other,4,2,2,1,3,No,Yes,14,37.5,0,2,4,10,0,7,13
1228,27,M,Single,No,Research & Development,Laboratory Technician,1,1,1,Medical,3,3,4,3,4,Mostly,No,23,37.5,0,2,4,2,2,2,9
1229,44,F,Married,No,Sales,Sales Executive,2,4,3,Life Sciences,3,3,2,2,3,No,No,14,37.5,2,3,2,6,2,2,8
1230,33,M,Divorced,No,Sales,Sales Executive,2,4,1,Life Sciences,3,3,3,3,3,Sometimes,No,11,37.5,1,3,3,10,7,7,15
1231,48,F,Single,No,Research & Development,Manufacturing Director,2,3,3,Medical,3,3,4,4,3,Sometimes,Yes,11,37.5,0,3,1,8,7,7,2
1232,33,M,Married,No,Sales,Sales Executive,3,1,1,Marketing,1,3,4,1,3,Sometimes,No,12,37.5,1,4,3,15,4,6,2
1233,59,F,Married,Yes,Research & Development,Research Scientist,1,3,3,Life Sciences,4,3,4,2,3,Mostly,Yes,16,37.5,1,2,3,1,1,1,21
1234,45,M,Married,No,Research & Development,Manufacturing Director,2,4,1,Life Sciences,4,2,4,2,3,Sometimes,Yes,14,37.5,3,2,3,10,6,8,26
1235,32,F,Divorced,No,Research & Development,Healthcare Representative,2,4,2,Medical,1,2,3,2,3,No,Yes,11,37.5,3,3,3,3,2,2,12
1236,50,F,Single,Yes,Research & Development,Laboratory Technician,1,3,0,Medical,4,2,3,4,3,Sometimes,No,13,37.5,0,6,3,3,2,2,19
1237,37,M,Married,No,Research & Development,Manufacturing Director,2,3,1,Life Sciences,4,4,2,4,3,Sometimes,No,13,37.5,2,6,3,10,8,7,24
1238,57,M,Single,Yes,Sales,Sales Executive,4,3,4,Life Sciences,4,2,4,3,3,No,Yes,11,37.5,0,2,3,6,2,2,16
1239,51,M,Single,No,Sales,Manager,4,5,1,Medical,1,3,1,4,3,Mostly,No,11,37.5,0,3,4,21,17,8,10
1240,29,M,Married,No,Human Resources,Human Resources,1,1,1,Life Sciences,4,3,4,1,3,Sometimes,No,18,37.5,1,2,3,3,2,2,2
1241,31,F,Single,No,Research & Development,Laboratory Technician,1,3,0,Medical,3,3,2,4,3,Sometimes,No,14,37.5,0,2,3,10,7,7,10
1242,35,F,Single,Yes,Sales,Sales Representative,1,1,5,Marketing,3,3,4,4,3,Sometimes,Yes,14,37.5,0,2,2,2,2,2,2
1243,34,F,Married,No,Research & Development,Manager,4,3,3,Medical,3,3,2,3,3,Mostly,No,11,37.5,1,2,3,12,12,12,20
1244,27,M,Married,No,Sales,Sales Representative,1,3,0,Medical,1,2,3,3,3,Sometimes,Yes,11,37.5,0,2,2,3,2,2,26
1245,31,M,Married,No,Research & Development,Laboratory Technician,1,2,3,Technical Degree,3,3,4,1,3,Sometimes,No,13,37.5,1,2,4,1,1,1,2
1246,26,F,Single,No,Research & Development,Laboratory Technician,2,1,1,Life Sciences,3,2,2,3,4,Sometimes,No,25,37.5,0,4,3,1,1,1,16
1247,23,M,Divorced,No,Research & Development,Research Scientist,1,2,1,Medical,1,2,4,1,3,Sometimes,No,14,37.5,3,2,4,6,4,2,1
1248,35,M,Married,No,Research & Development,Manufacturing Director,3,2,0,Other,4,3,4,4,3,Sometimes,No,11,37.5,1,2,3,5,0,3,7
1249,56,M,Single,Yes,Sales,Manager,5,3,4,Marketing,4,1,3,3,4,Mostly,Yes,21,37.5,0,3,2,33,6,8,1
1250,55,M,Single,No,Research & Development,Healthcare Representative,4,3,2,Other,4,3,4,3,3,Mostly,No,15,37.5,0,3,3,3,2,2,8
1251,25,F,Married,No,Sales,Sales Executive,2,3,3,Life Sciences,1,3,3,4,3,Sometimes,No,18,37.5,2,2,4,7,3,2,17
1252,24,F,Married,Yes,Research & Development,Laboratory Technician,1,2,0,Life Sciences,2,3,3,3,3,Sometimes,No,13,37.5,3,2,3,2,2,2,13
1253,34,F,Divorced,No,Research & Development,Healthcare Representative,2,4,7,Medical,4,3,4,1,3,No,No,14,37.5,1,2,3,9,9,8,23
1254,41,M,Divorced,Yes,Research & Development,Laboratory Technician,1,4,1,Life Sciences,1,3,2,2,3,Sometimes,No,18,37.5,1,3,3,3,3,2,1
1255,23,M,Married,No,Sales,Sales Executive,2,1,1,Medical,3,3,2,4,3,Sometimes,No,17,37.5,0,3,3,3,2,3,1
1256,29,F,Married,Yes,Sales,Sales Executive,2,3,1,Marketing,3,2,4,2,3,Sometimes,No,14,37.5,0,2,4,1,1,1,27
1257,46,F,Single,Yes,Research & Development,Laboratory Technician,1,3,1,Life Sciences,3,2,1,4,3,Sometimes,No,18,37.5,0,3,3,14,4,9,2
1258,26,F,Single,Yes,Sales,Sales Executive,3,3,1,Life Sciences,3,3,1,3,3,No,No,15,37.5,0,6,3,1,1,1,20
1259,39,M,Single,No,Research & Development,Laboratory Technician,2,3,8,Life Sciences,1,3,4,1,3,Sometimes,No,13,37.5,0,4,3,3,0,1,1
1260,46,M,Married,No,Research & Development,Healthcare Representative,2,4,1,Life Sciences,3,4,4,4,3,Mostly,No,15,37.5,0,2,3,4,3,1,5
1261,47,M,Married,No,Research & Development,Research Director,4,4,1,Life Sciences,2,4,2,1,3,Sometimes,No,11,37.5,2,5,3,20,6,17,6
1262,46,M,Single,Yes,Sales,Sales Executive,2,3,4,Life Sciences,2,3,4,1,3,No,No,17,37.5,0,2,3,1,1,1,3
1263,54,M,Single,Yes,Human Resources,Research Scientist,1,3,9,Life Sciences,1,3,3,4,3,Sometimes,No,11,37.5,0,0,4,1,1,1,22
1264,45,M,Divorced,No,Research & Development,Healthcare Representative,2,3,3,Life Sciences,3,3,1,3,3,Sometimes,No,16,37.5,2,3,3,2,1,2,20
1265,54,F,Divorced,No,Sales,Sales Executive,3,2,2,Life Sciences,4,3,1,3,3,Mostly,Yes,11,37.5,1,3,3,15,2,15,8
1266,26,M,Married,No,Research & Development,Laboratory Technician,1,2,1,Technical Degree,3,3,3,2,3,Sometimes,No,11,37.5,1,3,3,4,2,3,9
1267,50,M,Single,Yes,Sales,Sales Executive,3,2,3,Medical,3,3,2,4,3,Sometimes,Yes,19,37.5,0,3,3,1,1,1,8
1268,37,F,Divorced,No,Research & Development,Healthcare Representative,3,3,5,Life Sciences,3,2,3,4,3,Sometimes,No,13,37.5,1,3,3,8,8,8,4
1269,57,F,Single,Yes,Sales,Sales Representative,1,3,2,Marketing,1,2,4,3,3,No,No,18,37.5,0,3,2,4,2,1,2
1270,32,F,Single,No,Research & Development,Laboratory Technician,1,3,1,Life Sciences,2,3,4,2,3,Sometimes,No,12,37.5,0,4,3,9,1,1,1
1271,41,M,Married,Yes,Research & Development,Research Scientist,1,3,3,Life Sciences,1,3,2,4,3,Sometimes,Yes,12,37.5,0,2,2,2,2,2,8
1272,27,F,Single,No,Human Resources,Research Scientist,1,4,1,Medical,1,3,3,4,4,Sometimes,No,21,37.5,0,2,3,6,2,4,2
1273,29,F,Married,No,Research & Development,Healthcare Representative,2,4,0,Medical,1,3,1,1,3,Sometimes,No,16,37.5,0,4,2,6,3,1,8
1274,29,M,Married,Yes,Sales,Sales Executive,3,4,1,Medical,1,3,1,2,3,Mostly,Yes,12,37.5,0,2,3,14,7,7,5
1275,29,F,Single,Yes,Sales,Sales Representative,1,3,0,Human Resources,1,4,1,1,3,Sometimes,No,18,37.5,0,3,2,7,2,4,13
1276,18,F,Single,Yes,Sales,Sales Representative,1,1,1,Life Sciences,4,1,3,4,3,Sometimes,No,11,37.5,0,2,3,1,1,1,18
1277,28,M,Divorced,No,Research & Development,Research Scientist,1,3,4,Medical,4,3,3,3,3,Sometimes,No,12,37.5,1,2,2,5,2,2,1
1278,50,M,Single,No,Research & Development,Healthcare Representative,2,4,7,Life Sciences,3,3,4,3,4,Sometimes,No,25,37.5,0,3,4,5,3,5,2
1279,43,M,Married,No,Sales,Sales Executive,2,2,0,Marketing,4,3,4,1,3,Mostly,No,14,37.5,1,4,2,9,2,1,16
1280,27,M,Married,No,Research & Development,Healthcare Representative,2,3,6,Medical,2,3,4,3,3,Sometimes,Yes,12,37.5,1,4,4,2,2,2,5
1281,46,M,Married,No,Sales,Sales Executive,2,4,4,Marketing,3,3,2,1,4,Mostly,No,20,37.5,0,2,3,4,2,2,26
1282,35,M,Married,No,Sales,Sales Executive,2,3,2,Medical,2,3,2,3,3,Sometimes,Yes,13,37.5,1,2,3,3,2,2,4
1283,40,M,Married,No,Research & Development,Research Scientist,2,3,4,Life Sciences,4,3,2,3,4,Mostly,No,21,37.5,1,3,3,5,3,1,9
1284,33,M,Single,No,Research & Development,Healthcare Representative,2,3,1,Other,3,1,1,3,3,No,No,13,37.5,0,2,3,10,8,8,27
1285,35,F,Divorced,No,Research & Development,Research Scientist,1,4,1,Life Sciences,3,3,1,2,3,Sometimes,No,16,37.5,1,5,3,1,1,1,10
1286,34,M,Divorced,Yes,Research & Development,Laboratory Technician,1,2,3,Technical Degree,4,3,3,2,3,Sometimes,Yes,16,37.5,1,2,2,2,2,2,13
1287,30,M,Single,No,Research & Development,Laboratory Technician,3,5,1,Life Sciences,3,3,3,3,3,Mostly,No,11,37.5,0,2,3,11,8,7,18
1288,56,M,Married,Yes,Research & Development,Manufacturing Director,2,4,2,Technical Degree,4,3,3,3,3,Mostly,No,18,37.5,0,4,3,9,7,2,29
1289,37,M,Married,Yes,Sales,Sales Executive,3,3,1,Life Sciences,1,2,1,3,3,Mostly,Yes,11,37.5,1,3,2,10,8,7,4
